OBJECTID,FRAARCID,FRFRANODE,TOFRANODE,STFIPS,CNTYFIPS,STCNTYFIPS,STATEAB,COUNTRY,FRADISTRCT,RROWNER1,RROWNER2,RROWNER3,TRKRGHTS1,TRKRGHTS2,TRKRGHTS3,TRKRGHTS4,TRKRGHTS5,TRKRGHTS6,TRKRGHTS7,TRKRGHTS8,TRKRGHTS9,DIVISION,SUBDIV,BRANCH,YARDNAME,PASSNGR,STRACNET,TRACKS,NET,MILES,KM,TIMEZONE,Shape__Length
120922,444777,377538,377567,48,203,48203,TX,US,5,XXXX,,,,,,,,,,,,,,,,,,0,R,0.51452013611136,0.828041550013101,C,0.00824335510227208
120923,444778,377548,377561,48,203,48203,TX,US,5,XXXX,,,,,,,,,,,,,,,,,,0,R,0.192123681959447,0.309193713206771,C,0.00326831050845171
120924,444779,377560,377561,48,203,48203,TX,US,5,XXXX,,,,,,,,,,,,,,,,,,0,R,0.175594201965523,0.282592040552083,C,0.00258567899272185
120925,444780,352409,352403,48,485,48485,TX,US,5,BNSF,,,,,,,,,,,,,WICHITA FALLS,,,,,0,O,0.179989701707552,0.289665925836691,C,0.00265427949458705
120926,444781,352414,352425,48,485,48485,TX,US,5,BNSF,,,,,,,,,,,,,WICHITA FALLS,,,,,0,O,0.092142688740951,0.148289579848277,C,0.00160335815121853
120927,444782,352414,352403,48,485,48485,TX,US,5,BNSF,,,,,,,,,,,,,WICHITA FALLS,,,,,0,O,0.149514230722476,0.240620311368456,C,0.0024745711545478
120928,444783,352405,352409,48,485,48485,TX,US,5,BNSF,,,,,,,,,,,,,WICHITA FALLS,,,,,0,O,0.106467250971255,0.171342774232632,C,0.00160624236183695
120929,444784,352055,352116,48,485,48485,TX,US,5,BNSF,,,,,,,,,,,,,WICHITA FALLS,,,,,0,O,0.85576664130643,1.37722566403798,C,0.0148111594453142
120930,444785,352116,352135,48,485,48485,TX,US,5,BNSF,,,,,,,,,,,,,WICHITA FALLS,,,,,0,O,0.33462991977085,0.538535730675161,C,0.00579854461998057
120931,444786,352242,352265,48,485,48485,TX,US,5,WTJR,,,,,,,,,,,,,,,NORTH,,,0,Y,0.588295245604658,0.946771317285018,C,0.00870661117438358
120932,444787,344972,344982,48,079,48079,TX,US,5,LBWR,,,,,,,,,,,,,,,,,,0,S,0.455405263178578,0.732905193675252,C,0.00777123382270219
120933,444788,372874,372930,48,005,48005,TX,US,5,RJCD,,,,,,,,,,,,,,,,,,0,X,0.451769263901121,0.727053608350903,C,0.00715813668881679
120934,444789,373652,373708,48,005,48005,TX,US,5,ANR,,,,,,,,,,,,#N\A,,#N\A,,,,1,I,0.305551837089295,0.491738999186632,C,0.00502779321214535
120935,444790,373708,373799,48,005,48005,TX,US,5,ANR,,,,,,,,,,,,#N\A,,#N\A,,,,1,I,0.622786277383631,1.00227936334841,C,0.010421029744457
120936,444791,348352,348364,48,465,48465,TX,US,5,UP,,,,,,,,,,,,,SANDERSON,,,,,0,O,0.199523743424974,0.321102981544484,C,0.00327252241062621
120937,444792,379535,379558,48,351,48351,TX,US,5,TIBR,,,,,,,,,,,,,LP INDUSTRIAL SPUR,,,,,1,I,0.563226753577721,0.906427409364602,C,0.00913219437969945
120938,444793,355891,355894,48,355,48355,TX,US,5,UP,,,CPRS,,,,,,,,,,BROWNSVILLE,,,,,0,O,0.0529568290927439,0.085225925611284,C,0.000800506755191298
120939,444794,355894,355910,48,355,48355,TX,US,5,UP,,,CPRS,,,,,,,,,,BROWNSVILLE,,,,,0,O,0.190137039675576,0.305996515972683,C,0.0030269720472322
120940,444795,355894,355907,48,355,48355,TX,US,5,UP,,,CPRS,,,,,,,,,,BROWNSVILLE,,,,,0,O,0.156564899361472,0.251967285332559,C,0.00245248091278126
120941,444796,356579,356610,48,355,48355,TX,US,5,UP,,,,,,,,,,,,,CORPUS CHRISTI,,,,,0,O,0.970277379839232,1.56151320260639,C,0.0146610057382986
120942,444797,356842,356849,48,355,48355,TX,US,5,TCBR,,,,,,,,,,,,,,,,,,1,I,0.311270360967783,0.500942089685516,C,0.00453143390180556
120943,444798,356849,356864,48,355,48355,TX,US,5,TCBR,,,,,,,,,,,,,,,,,,1,I,0.131289703790257,0.211290719638067,C,0.00206105790197432
120944,444799,356837,356844,48,355,48355,TX,US,5,CCPN,,,,,,,,,,,,GULF COAST,CORPUS CHRISTI,#N\A,,,,1,I,0.0490737180400124,0.078976651638689,C,0.000765330602435195
120945,444800,357123,357283,48,355,48355,TX,US,5,TCBR,,,,,,,,,,,,,,,,,,1,I,0.952896836702513,1.53354187384992,C,0.0155387485663105
120946,444801,357008,357114,48,355,48355,TX,US,5,TCBR,,,,,,,,,,,,,,,,,,1,I,0.847294945511344,1.36359176397254,C,0.0134715536053225
120947,444802,377567,377587,48,203,48203,TX,US,5,XXXX,,,,,,,,,,,,,,,,,,0,R,0.407063593625565,0.655106662233066,C,0.00651576286372575
120948,444803,377614,377617,48,203,48203,TX,US,5,XXXX,,,,,,,,,,,,,,,,,,0,R,0.0403458132558822,0.0649304223493192,C,0.000626238330940178
120949,444804,377606,377603,48,203,48203,TX,US,5,XXXX,,,,,,,,,,,,,,,,,,0,R,1.17424752072444,1.88977198153672,C,0.0185418411848423
120950,444805,377587,377651,48,203,48203,TX,US,5,XXXX,,,,,,,,,,,,,,,,,,0,R,1.19249933664878,1.91914549073067,C,0.0200013699214472
120951,444806,377651,377666,48,203,48203,TX,US,5,XXXX,,,,,,,,,,,,,,,,,,0,R,0.44266737581599,0.712405510076229,C,0.0068324099608166
120952,444807,377651,377653,48,203,48203,TX,US,5,XXXX,,,,,,,,,,,,,,,,,,0,R,0.0225469693000063,0.0362859023329541,C,0.000386626298038472
120953,444808,377653,377666,48,203,48203,TX,US,5,XXXX,,,,,,,,,,,,,,,,,,0,R,0.432023965209137,0.695276566818667,C,0.00661491549667938
120954,444809,377620,377666,48,203,48203,TX,US,5,XXXX,,,,,,,,,,,,,,,,,,0,R,2.50675048488365,4.03423192080843,C,0.0390532649302087
120955,444810,377561,377620,48,203,48203,TX,US,5,XXXX,,,,,,,,,,,,,,,,,,0,R,2.41597569869707,3.88814377113148,C,0.0376429804670218
120956,444811,377605,377620,48,203,48203,TX,US,5,XXXX,,,,,,,,,,,,,,,,,,0,R,0.10519680695058,0.169298188681452,C,0.00174822330781279
120957,444812,377590,377596,48,203,48203,TX,US,5,XXXX,,,,,,,,,,,,,,,,,,0,R,0.283131692807811,0.455657202344498,C,0.00430581885379846
120958,444813,377603,377599,48,203,48203,TX,US,5,XXXX,,,,,,,,,,,,,,,,,,0,R,0.0976417390105158,0.157139461105062,C,0.00144326026573142
120959,444814,377596,377598,48,203,48203,TX,US,5,XXXX,,,,,,,,,,,,,,,,,,0,R,0.0543269013681297,0.0874308476170865,C,0.000854382664886473
120960,444815,377592,377598,48,203,48203,TX,US,5,XXXX,,,,,,,,,,,,,,,,,,0,R,0.238742461235571,0.38421951597373,C,0.00363174087294216
120961,444816,377598,377599,48,203,48203,TX,US,5,XXXX,,,,,,,,,,,,,,,,,,0,R,0.0309327416538358,0.0497815217471942,C,0.000472684410348519
120962,444817,377599,377615,48,203,48203,TX,US,5,XXXX,,,,,,,,,,,,,,,,,,0,R,0.213122475881784,0.342988063801622,C,0.00335662354381113
120963,444818,377587,377596,48,203,48203,TX,US,5,XXXX,,,,,,,,,,,,,,,,,,0,R,0.158718528139777,0.255433221817026,C,0.00254014229524185
120964,444819,377591,377605,48,203,48203,TX,US,5,XXXX,,,,,,,,,,,,,,,,,,0,R,0.217877038972452,0.350639806687696,C,0.00368765896580943
120965,444820,377605,377600,48,203,48203,TX,US,5,XXXX,,,,,,,,,,,,,,,,,,0,R,0.227133616151233,0.365536853424996,C,0.00340601106328766
120966,444821,377653,377662,48,203,48203,TX,US,5,XXXX,,,,,,,,,,,,,,,,,,0,R,0.215476425425956,0.346776385953482,C,0.00353172237354855
120967,444822,377607,377614,48,203,48203,TX,US,5,XXXX,,,,,,,,,,,,,,,,,,0,R,0.0438493629637688,0.0705688503272642,C,0.00074036913229319
120968,444823,377614,377616,48,203,48203,TX,US,5,XXXX,,,,,,,,,,,,,,,,,,0,R,0.0314842090703301,0.0506690243001299,C,0.00046000161465086
120969,444824,377606,377607,48,203,48203,TX,US,5,XXXX,,,,,,,,,,,,,,,,,,0,R,0.0125479348799686,0.0201939840994363,C,0.000214402158009359
120970,444825,377607,377610,48,203,48203,TX,US,5,XXXX,,,,,,,,,,,,,,,,,,0,R,0.0486701337391154,0.0783271443665316,C,0.000718011384963296
120971,444826,377606,377608,48,203,48203,TX,US,5,XXXX,,,,,,,,,,,,,,,,,,0,R,0.048450003531786,0.0779728784296154,C,0.00071698164562114
120972,444827,377603,377613,48,203,48203,TX,US,5,XXXX,,,,,,,,,,,,,,,,,,0,R,0.181608330549528,0.292270861661623,C,0.00280814682926063
120973,444828,376534,376552,48,203,48203,TX,US,5,UP,,,,,,,,,,,,,REISOR,,MARSHALL,,,0,Y,0.206349437402686,0.332087893163174,C,0.00347989599756764
120974,444829,345907,345924,48,341,48341,TX,US,5,TXNW,,,,,,,,,,,,,,,,,,0,O,0.615340154261253,0.990295965811354,C,0.0109810029530955
120975,444830,347185,347197,48,341,48341,TX,US,5,TXNW,,,,,,,,,,,,,,,,,,0,O,0.337253168222813,0.542757448275271,C,0.00601620558315122
120976,444831,346491,346632,48,341,48341,TX,US,5,TXNW,,,,,,,,,,,,,,,,,,0,O,0.559081262800797,0.899755875312636,C,0.00996997594711355
120977,444833,349909,349912,48,197,48197,TX,US,5,BNSF,,,,,,,,,,,,,,,,,,0,O,0.257524700251411,0.414446660094727,C,0.00381965186721595
120978,444834,349908,349917,48,197,48197,TX,US,5,BNSF,GNBC,,,,,,,,,,,RED RIVER,RED RIVER VALLEY,TRACK 11 & 22,,,C,1,M,0.238577195676621,0.383953546306088,C,0.00376270699703541
120979,444836,353592,353601,48,077,48077,TX,US,5,BNSF,,,,,,,,,,,,,WICHITA FALLS,,,,,0,O,0.280629488138054,0.451630286218622,C,0.00462063044536464
120980,444838,352375,352402,48,485,48485,TX,US,5,BNSF,,,,,,,,,,,,,WICHITA FALLS,,WICHITA FALLS,,,0,Y,0.380905965513825,0.613009956183793,C,0.00588953002006705
120981,444839,352381,352402,48,485,48485,TX,US,5,BNSF,,,,,,,,,,,,,WICHITA FALLS,,,,,0,O,0.296735052628435,0.477549731636719,C,0.00459194090875348
120982,444840,352383,352396,48,485,48485,TX,US,5,BNSF,,,,,,,,,,,,,WICHITA FALLS,,WICHITA FALLS,,,0,Y,0.16579940468704,0.266828810794282,C,0.00266795329643506
120983,444841,352384,352411,48,485,48485,TX,US,5,UP,,,,,,,,,,,,,WICHITA FALLS,,WICHITA FALLS,,,0,Y,0.287423238684412,0.462563789764905,C,0.00461393117882264
120984,444842,353924,353931,48,249,48249,TX,US,5,CPRS,,,,,,,,,,,,BORDER,LAREDO,ALICE INDUSTRY LEAD,,,,1,I,0.490300176258108,0.789063224986378,C,0.0074854116219237
120985,444843,356483,356485,48,409,48409,TX,US,5,,,,,,,,,,,,,,,,,,,0,R,0.170250722848828,0.273992527297478,C,0.00251984611056798
120986,444844,356364,356399,48,409,48409,TX,US,5,,,,,,,,,,,,,,,,,,,0,R,0.581336410683981,0.935572135660072,C,0.00875041923803927
120987,444847,350864,350865,48,487,48487,TX,US,5,BNSF,,,,,,,,,,,,,RED RIVER VALLEY,,,,,1,X,3.35811982812935,5.40438080544261,C,0.0515463395526342
120988,444848,350843,350858,48,487,48487,TX,US,5,BNSF,,,,,,,,,,,,,RED RIVER VALLEY,,,,,0,X,0.72164588204374,1.16137879314939,C,0.0114440726982362
120989,444849,350858,350865,48,487,48487,TX,US,5,BNSF,,,,,,,,,,,,,RED RIVER VALLEY,,,,,1,X,0.603464152914334,0.971183356074478,C,0.010235958175622
120990,444852,352474,352458,48,485,48485,TX,US,5,BNSF,,,,,,,,,,,,,WICHITA FALLS,,,,,0,S,0.220377027419566,0.354663156141827,C,0.00370330597623859
120991,444853,348981,348989,48,323,48323,TX,US,5,UP,,,,,,,,,,,,,EAGLE PASS,,EAGLE PASS,,,0,Y,0.42132332794339,0.67805552599678,C,0.00682703923917116
120992,444854,348994,348986,48,323,48323,TX,US,5,UP,,,,,,,,,,,,,EAGLE PASS,,EAGLE PASS,,,0,Y,0.949464587533851,1.52801819319646,C,0.0138805986811492
120993,444855,348989,348987,48,323,48323,TX,US,5,UP,,,,,,,,,,,,,EAGLE PASS,,EAGLE PASS,,,0,Y,0.179890986398428,0.289507058628509,C,0.00263064878779687
120994,444856,348993,348992,48,323,48323,TX,US,5,UP,,,,,,,,,,,,,EAGLE PASS,,EAGLE PASS,,,1,I,0.386763766930133,0.622437192600794,C,0.00561613564310374
120995,444857,348991,348990,48,323,48323,TX,US,5,UP,,,,,,,,,,,,,EAGLE PASS,,EAGLE PASS,,,0,Y,0.221186902292857,0.355966526016648,C,0.00321231863102841
120996,444858,348989,348991,48,323,48323,TX,US,5,UP,,,,,,,,,,,,,EAGLE PASS,,EAGLE PASS,,,0,Y,0.0276524249074673,0.0445023531149893,C,0.000416309955496241
120997,444859,348993,348991,48,323,48323,TX,US,5,UP,,,,,,,,,,,,,EAGLE PASS,,EAGLE PASS,,,0,Y,0.0409626551890923,0.065923135198905,C,0.000600907667598776
120998,444860,348994,348993,48,323,48323,TX,US,5,UP,,,,,,,,,,,,,EAGLE PASS,,EAGLE PASS,,,1,I,0.090917823990447,0.146318347168776,C,0.00132289970852539
120999,444861,348996,348995,48,323,48323,TX,US,5,UP,,,,,,,,,,,,,EAGLE PASS,,EAGLE PASS,,,0,Y,0.121660834948102,0.195794526347771,C,0.00178044848000003
121000,444862,349530,349521,48,463,48463,TX,US,5,UP,,,,,,,,,,,,,DEL RIO,,,,,0,O,0.482243359658829,0.776097009600798,C,0.00718212420221153
121001,444863,349531,349522,48,463,48463,TX,US,5,UP,,,,,,,,,,,,,DEL RIO,,,,,0,O,0.441128193972587,0.709928432057483,C,0.00656138233412321
121002,444864,349512,349520,48,463,48463,TX,US,5,UP,,,,,,,,,,,,,DEL RIO,,,,,0,O,0.475881075450403,0.765857885205424,C,0.00744337054518886
121003,444865,349477,349482,48,463,48463,TX,US,5,UP,,,,,,,,,,,,,,,,,,0,O,0.189015073687756,0.304190883130714,C,0.00312531890718035
121004,444866,349482,349485,48,463,48463,TX,US,5,UP,,,,,,,,,,,,,,,,,,0,O,0.232615990003629,0.374359896536193,C,0.00382862802408908
121005,444867,349472,349482,48,463,48463,TX,US,5,UP,,,,,,,,,,,,,,,,,,0,O,1.00467579789719,1.61687220103546,C,0.0159616623865176
121006,444868,349474,349477,48,463,48463,TX,US,5,UP,,,,,,,,,,,,,,,,,,0,O,0.335562518783912,0.540036606302989,C,0.00547499072849178
121007,444869,349485,349492,48,463,48463,TX,US,5,UP,,,,,,,,,,,,,,,,,,0,O,0.6893077348594,1.10933548592054,C,0.0111507004751197
121008,444870,349480,349489,48,463,48463,TX,US,5,UP,,,,,,,,,,,,,,,,,,0,O,0.825869962341686,1.32911152689787,C,0.0135256508488216
121009,444871,343393,343406,48,043,48043,TX,US,5,UP,,,,,,,,,,,,,SANDERSON,,,,,0,S,1.73355732600982,2.78989566106128,C,0.0286543300940689
121010,444872,343456,343469,48,043,48043,TX,US,5,UP,,,,,,,,,,,,,SANDERSON,,,,,0,O,0.386457179521224,0.621943787006978,C,0.00639415271722117
121011,444873,343938,343939,48,043,48043,TX,US,5,UP,,,,,,,,,,,,,SANDERSON,,,,,0,O,0.289279574428366,0.465551278531402,C,0.00479285894682967
121012,444874,352423,352458,48,485,48485,TX,US,5,BNSF,,,,,,,,,,,,,WICHITA FALLS,,,,,0,S,0.390724178747736,0.628810870344338,C,0.00660446361927162
121013,444875,357008,357123,48,355,48355,TX,US,5,TCBR,,,,,,,,,,,,,,,,,,1,I,0.950010368718652,1.52889654462824,C,0.0150926208943624
121014,444876,357296,357304,48,355,48355,TX,US,5,TCBR,,,,,,,,,,,,,,,,,,1,I,0.215608534070748,0.346988994633543,C,0.00331444875708225
121015,444877,357296,357305,48,355,48355,TX,US,5,TCBR,,,,,,,,,,,,,,,,,,1,I,0.238940255420516,0.384537835495146,C,0.00367514916696543
121016,444878,357198,357260,48,355,48355,TX,US,5,TCBR,,,,,,,,,,,,,CORPUS CHRISTI,,,,,0,O,0.320325498784684,0.515514950546039,C,0.00523057363182951
121017,444879,357193,357249,48,355,48355,TX,US,5,TCBR,,,,,,,,,,,,,CORPUS CHRISTI,,,,,0,O,0.39613944281013,0.637525910501647,C,0.00620411793319677
121018,444880,357249,357260,48,355,48355,TX,US,5,TCBR,,,,,,,,,,,,,CORPUS CHRISTI,,,,,0,O,0.0727642704357224,0.11710297624606,C,0.00113691082481666
121019,444881,357249,357298,48,355,48355,TX,US,5,TCBR,,,,,,,,,,,,,CORPUS CHRISTI,,,,,0,O,0.693931857020284,1.11677730405906,C,0.0109880595939768
121020,444882,357260,357288,48,355,48355,TX,US,5,TCBR,,,,,,,,,,,,,CORPUS CHRISTI,,,,,0,O,0.279699238446665,0.450133191465093,C,0.00456467823450432
121021,444883,357284,357294,48,355,48355,TX,US,5,UP,,,BNSF,,,,,,,,,GULF COAST,CORPUS CHRISTI,#N\A,CORPUS CHRISTI,,,1,I,0.17253774592444,0.277673141523304,C,0.00271059631767445
121022,444884,356868,356883,48,355,48355,TX,US,5,UP,,,,,,,,,,,,,,,,,,0,O,0.123667570424867,0.199024060505958,C,0.00201565651243202
121023,444885,356824,356837,48,355,48355,TX,US,5,UP,,,,,,,,,,,,,LAREDO,,,,,1,M,0.247791790231509,0.398783028424394,C,0.00385632870965
121024,444886,356824,356820,48,355,48355,TX,US,5,CPRS,,,,,,,,,,,,BORDER,LAREDO,SAVAGE LINE,,,,1,M,1.73701200100217,2.7954554326517,C,0.0254420605712296
121025,444887,356798,356803,48,355,48355,TX,US,5,CPRS,,,,,,,,,,,,,LAREDO,,,,,0,O,0.354761062306265,0.570933728923671,C,0.00523835855557409
121026,444888,356697,356720,48,355,48355,TX,US,5,CPRS,,,,,,,,,,,,,LAREDO,,HOPKINS,,,0,Y,0.305789309199899,0.49212117426735,C,0.00499025537747254
121027,444889,356594,356690,48,355,48355,TX,US,5,CPRS,,,,,,,,,,,,,LAREDO,,,,,0,S,0.594059581723,0.956048135584691,C,0.00969704431986188
121028,444890,356875,356941,48,355,48355,TX,US,5,CPRS,,,,,,,,,,,,,LAREDO,,,,,0,O,0.790336230166552,1.27192541385199,C,0.012385089687425
121029,444891,355172,355200,48,355,48355,TX,US,5,CPRS,,,,,,,,,,,,,LAREDO,,,,,0,O,0.247852346399532,0.398880484324977,C,0.0040323692058343
121030,444892,347463,347475,48,233,48233,TX,US,5,PNR,,,,,,,,,,,,,,,,,,0,O,0.677078944424854,1.0896551160467,C,0.0112365595772437
121031,444893,347488,347487,48,233,48233,TX,US,5,PNR,,,,,,,,,,,,,,,,,,0,O,0.40714340814577,0.655235111509169,C,0.00590579731638985
121032,444894,347557,347548,48,233,48233,TX,US,5,PNR,,,,,,,,,,,,,,,BORGER,,,0,Y,0.36202407470145,0.582622437721205,C,0.00556977221702436
121033,444895,347548,347558,48,233,48233,TX,US,5,PNR,,,,,,,,,,,,,,,BORGER,,,0,Y,0.356590945004698,0.573878645554932,C,0.0055458853377023
121034,444896,347542,347559,48,233,48233,TX,US,5,PNR,,,,,,,,,,,,,,,,,,0,O,0.625465118272383,1.00659054848205,C,0.00965430850447441
121035,444897,347549,347560,48,233,48233,TX,US,5,PNR,,,,,,,,,,,,,,,,,,0,O,0.41173064476927,0.662617568010692,C,0.00665285375994501
121036,444898,347547,347549,48,233,48233,TX,US,5,PNR,,,,,,,,,,,,,,,BORGER,,,0,Y,0.0345771508807287,0.0556466416002786,C,0.000587029177555484
121037,444899,347547,347548,48,233,48233,TX,US,5,PNR,,,,,,,,,,,,,,,BORGER,,,0,Y,0.0216010579522242,0.0347636025362694,C,0.000345275638325299
121038,444900,347546,347547,48,233,48233,TX,US,5,PNR,,,,,,,,,,,,,,,BORGER,,,0,Y,0.0503983137562601,0.0811083860705268,C,0.000811290474844312
121039,444901,347542,347540,48,233,48233,TX,US,5,PNR,,,,,,,,,,,,,,,,,,0,O,0.243795414144049,0.392351471683185,C,0.00374703453613272
121040,444902,347543,347544,48,233,48233,TX,US,5,PNR,,,,,,,,,,,,,,,,,,0,O,0.0293643858802332,0.0472574927450235,C,0.000467289475622657
121041,444903,347544,347551,48,233,48233,TX,US,5,PNR,,,,,,,,,,,,,,,,,,0,O,0.184431378902427,0.296814126676601,C,0.00323244398480989
121042,444904,347917,347953,48,065,48065,TX,US,5,BNSF,,,,,,,,,,,,,PANHANDLE,,,,,0,O,1.50425846832086,2.42087418218973,C,0.0255581681286376
121043,444905,352465,352468,48,013,48013,TX,US,5,UP,,,,,,,,,,,,,SAN MIGUEL LEAD,,,,,1,I,0.506787129158539,0.815596456781434,C,0.0075361371005489
121044,444906,352465,353113,48,013,48013,TX,US,5,UP,,,,,,,,,,,,,SAN MIGUEL LEAD,,,,,1,I,12.5791266691486,20.2441825185993,C,0.199205474981453
121045,444907,352228,352227,48,029,48029,TX,US,5,UP,,,AMTK,,,,,,,,,SOUTH TEXAS,KERRVILLE,#N\A,SAN FERNANDO,A,S,1,M,0.0834092096851577,0.13423437962031,C,0.00121726295617742
121046,444908,344632,344643,48,371,48371,TX,US,5,TXPF,,,,,,,,,,,,,,,,,,0,O,0.404219434767623,0.650529423085512,C,0.00645813769351749
121047,444909,343014,343016,48,377,48377,TX,US,5,TXPF,,,,,,,,,,,,,,,,,,0,S,0.460907428353711,0.741760087896651,C,0.00684712273811976
121048,444910,342928,342924,48,377,48377,TX,US,5,TXPF,,,,,,,,,,,,,,,,,,0,S,0.39170884113647,0.630395534021,C,0.00580181950691646
121049,444911,342487,342483,48,377,48377,TX,US,5,TXPF,,,,,,,,,,,,,,,,,,0,S,0.478295572825029,0.769743649839823,C,0.0071065546734096
121050,444912,342505,342526,48,377,48377,TX,US,5,TXPF,,,,,,,,,,,,,,,,,,0,O,0.649891571404177,1.04590119289227,C,0.0107224021989818
121051,444913,342526,342528,48,377,48377,TX,US,5,TXPF,,,,,,,,,,,,,,,,,,0,O,0.0686203804364005,0.110434018401075,C,0.00111951532307905
121052,444914,342510,342526,48,377,48377,TX,US,5,TXPF,,,,,,,,,,,,,,,,,,0,O,0.316176200698172,0.508837289210977,C,0.00523581507244343
121053,444915,342503,342519,48,377,48377,TX,US,5,TXPF,,,,,,,,,,,,,,,,,,0,O,0.685138401892844,1.102625581507,C,0.0112480971181161
121054,444916,342615,342646,48,377,48377,TX,US,5,UP,,,,,,,,,,,,,VALENTINE,,,,,0,S,1.61218445735458,2.594564572466,C,0.0254205653491349
121055,444917,342758,342795,48,377,48377,TX,US,5,UP,,,,,,,,,,,,,VALENTINE,,,,,0,S,1.70992476924883,2.75186267156733,C,0.0279757582489671
121056,444918,342442,342462,48,377,48377,TX,US,5,UP,,,,,,,,,,,,,VALENTINE,,,,,0,S,1.39168019798563,2.2396966559403,C,0.0219402686654066
121057,444919,343022,343045,48,377,48377,TX,US,5,UP,,,,,,,,,,,,,VALENTINE,,,,,0,S,1.55924119161951,2.50936047500665,C,0.0248892479137518
121058,444920,343237,343285,48,377,48377,TX,US,5,UP,,,,,,,,,,,,,VALENTINE,,,,,0,S,1.84073252690655,2.96237777253743,C,0.0300066948866693
121059,444921,343033,343041,48,377,48377,TX,US,5,TXPF,,,,,,,,,,,,,,,,,,0,S,0.390001279926529,0.627647475137031,C,0.0064539395591828
121060,444922,343031,343032,48,377,48377,TX,US,5,TXPF,,,,,,,,,,,,,,,,,,0,S,0.282256016115991,0.454247934496043,C,0.00427788375005724
121061,444925,348080,348082,48,179,48179,TX,US,5,BNSF,,,,,,,,,,,,,PANHANDLE,,,,,0,O,1.02451242648233,1.64879622407722,C,0.0167610435053049
121062,444926,348092,348082,48,179,48179,TX,US,5,BNSF,,,,,,,,,,,,,PANHANDLE,,,,,0,O,0.872592490789243,1.40430429810532,C,0.0142841804126831
121063,444927,348094,348106,48,179,48179,TX,US,5,BNSF,,,,,,,,,,,,,PANHANDLE,,,,,0,O,0.356521848230047,0.573767444852826,C,0.00631009876467619
121064,444928,347336,347341,48,065,48065,TX,US,5,BNSF,,,,,,,,,,,,,PANTEX ORDNANCE SPUR,,,,,0,O,0.28519421480716,0.458976516387647,C,0.00488113006350527
121065,444929,347304,347311,48,065,48065,TX,US,5,BNSF,,,,,,,,,,,,,PANTEX ORDNANCE SPUR,,,,,0,O,0.0860738661482993,0.138522737088043,C,0.00142298340784684
121066,444930,347302,347309,48,065,48065,TX,US,5,BNSF,,,,,,,,,,,,,PANTEX ORDNANCE SPUR,,,,,0,O,0.0986515029479898,0.158764521889374,C,0.00163445539456482
121067,444931,347303,347307,48,065,48065,TX,US,5,BNSF,,,,,,,,,,,,,PANTEX ORDNANCE SPUR,,,,,0,O,0.0944827865494361,0.152055609747835,C,0.00156782138060624
121068,444932,347312,347311,48,065,48065,TX,US,5,BNSF,,,,,,,,,,,,,PANTEX ORDNANCE SPUR,,,,,0,O,0.0206127461159978,0.0331730656314356,C,0.000299000911905234
121069,444933,347311,347310,48,065,48065,TX,US,5,BNSF,,,,,,,,,,,,,PANTEX ORDNANCE SPUR,,,,,0,O,0.0520493720112117,0.0837655120810357,C,0.000755010417418094
121070,444934,347310,347309,48,065,48065,TX,US,5,BNSF,,,,,,,,,,,,,PANTEX ORDNANCE SPUR,,,,,0,O,0.0277139597539707,0.0446013840490624,C,0.000402011491853188
121071,444935,347309,347308,48,065,48065,TX,US,5,BNSF,,,,,,,,,,,,,PANTEX ORDNANCE SPUR,,,,,0,O,0.0448108569056941,0.0721162279284932,C,0.000650012338011304
121072,444936,347308,347307,48,065,48065,TX,US,5,BNSF,,,,,,,,,,,,,PANTEX ORDNANCE SPUR,,,,,0,O,0.033297918473063,0.0535879124829381,C,0.000483009381553443
121073,444937,347307,347306,48,065,48065,TX,US,5,BNSF,,,,,,,,,,,,,PANTEX ORDNANCE SPUR,,,,,0,O,0.0537041381646654,0.086428605387686,C,0.000779015965577982
121074,444938,347306,347319,48,065,48065,TX,US,5,BNSF,,,,,,,,,,,,,PANTEX ORDNANCE SPUR,,,,,0,O,0.340095668857013,0.547332018765059,C,0.0051381623203812
121075,444939,347321,347328,48,065,48065,TX,US,5,BNSF,,,,,,,,,,,,,PANTEX ORDNANCE SPUR,,,,,0,O,0.193221847878335,0.310961043473998,C,0.00334351595955527
121076,444940,347325,347326,48,065,48065,TX,US,5,BNSF,,,,,,,,,,,,,PANTEX ORDNANCE SPUR,,,,,0,O,0.27451672500015,0.441792727864098,C,0.00400351358643086
121077,444941,347325,347324,48,065,48065,TX,US,5,BNSF,,,,,,,,,,,,,PANTEX ORDNANCE SPUR,,,,,0,O,0.0614991963287223,0.0989735605635724,C,0.00090314867533968
121078,444942,347324,347320,48,065,48065,TX,US,5,BNSF,,,,,,,,,,,,,PANTEX ORDNANCE SPUR,,,,,0,O,0.419709508729658,0.675458330533684,C,0.00629628646849241
121079,444943,347324,347323,48,065,48065,TX,US,5,BNSF,,,,,,,,,,,,,PANTEX ORDNANCE SPUR,,,,,0,O,0.178654833530121,0.287517659448019,C,0.00259515744186846
121080,444944,347321,347325,48,065,48065,TX,US,5,BNSF,,,,,,,,,,,,,PANTEX ORDNANCE SPUR,,,,,1,I,0.479933162579428,0.772379100356428,C,0.00725580218723351
121081,444945,347297,347301,48,065,48065,TX,US,5,BNSF,,,,,,,,,,,,,PANTEX ORDNANCE SPUR,,,,,1,I,0.307294115707133,0.494542930434441,C,0.00500404196157625
